Crop,State,District,Yield,Area,CSensitivity,Total_Harvest_Area,Cost,Calorie,MSP,Harvest Price,Profit_MSP,Profit_HP,Procurement,Profit
prl,3,Shahabad,1.128472726,1.128,-3.353666655,28.091,695,348,1950,2149.953739,1255,1454.953739,1,1255
rice,3,Shahabad,1.9596247,24.346,-12.32259612,28.091,627,356,1750,2345.923521,1123,1718.923521,1,1123
srgk,3,Shahabad,1.022965104,0.696,-3.543469405,28.091,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,3,Singhbhum,0.472516063,0.405,-3.347105258,134.323,973,320,2897,1772.580407,1924,799.580407,0,799.580407
mze,3,Singhbhum,1.246758514,4.712,-2.908823521,134.323,575,334,1700,4209.011412,1125,3634.011412,0,3634.011412
prl,3,Singhbhum,0.233333334,0.004,-3.347105258,134.323,695,348,1950,1663.138038,1255,968.1380382,1,1255
rice,3,Singhbhum,1.461571274,129.135,-6.928059699,134.323,627,356,1750,2345.923521,1123,1718.923521,1,1123
srgk,3,Singhbhum,0.432629871,0.067,-3.671428566,134.323,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,4,Ahmadabad,NA,0,-18.82822222,66.692,973,320,2897,2481.448753,1924,1508.448753,0,1508.448753
mze,4,Ahmadabad,1.173842445,0.259,-19.03161768,66.692,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Ahmadabad,1.482691225,17.193,-18.82822222,66.692,670,348,1950,1147.734863,1280,477.7348633,0,477.7348633
rice,4,Ahmadabad,2.191293985,46.514,-38.1225001,66.692,729,356,1750,5781.303199,1021,5052.303199,0,5052.303199
srgk,4,Ahmadabad,1.057154636,2.726,-21.88318171,66.692,945,334,2450,1361.330796,1505,416.3307956,0,416.3307956
fng,4,Amreli,NA,0,-13.11267602,9.17,973,320,2897,1769.631333,1924,796.631333,0,796.631333
mze,4,Amreli,1.171491228,0.7,-16.00492957,9.17,1144,334,1700,1472.164089,556,328.1640886,0,328.1640886
prl,4,Amreli,1.538033184,8.05,-13.11267602,9.17,670,348,1950,1654.260305,1280,984.2603051,0,984.2603051
rice,4,Amreli,NA,0,NA,9.17,729,356,1750,2345.923521,1021,1616.923521,0,1616.923521
srgk,4,Amreli,1.041666667,0.42,-14.20984127,9.17,945,334,2450,1792.798903,1505,847.7989035,0,847.7989035
fng,4,Banas Kantha,NA,0,-10.34312,146.43,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Banas Kantha,1.988144418,6.42,-12.1999194,146.43,1144,334,1700,1453.315692,556,309.3156921,0,309.3156921
prl,4,Banas Kantha,1.205796627,134.59,-10.34312,146.43,670,348,1950,1305.037574,1280,635.0375742,0,635.0375742
rice,4,Banas Kantha,NA,0,NA,146.43,729,356,1750,2345.923521,1021,1616.923521,0,1616.923521
srgk,4,Banas Kantha,0.610879156,5.42,-10.45592001,146.43,945,334,2450,2875.798982,1505,1930.798982,0,1930.798982
fng,4,Bharuch,1,0.02,-17.16882356,28.86,973,320,2897,2455.142381,1924,1482.142381,0,1482.142381
mze,4,Bharuch,1.36013464,6.16,-19.93057967,28.86,1144,334,1700,1486.736348,556,342.7363477,0,342.7363477
prl,4,Bharuch,2.006868363,1.48,-17.16882356,28.86,670,348,1950,1271.013125,1280,601.0131254,0,601.0131254
rice,4,Bharuch,1.204399302,14.82,-25.33288462,28.86,729,356,1750,4438.737206,1021,3709.737206,0,3709.737206
srgk,4,Bharuch,1.373928816,6.38,-20.17911753,28.86,945,334,2450,2373.19644,1505,1428.19644,0,1428.19644
fng,4,Bhavnagar,NA,0,-13.02258617,33.82,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Bhavnagar,1.179577367,1.3,-13.63000011,33.82,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Bhavnagar,2.219468388,29.2,-13.02258617,33.82,670,348,1950,1164.598082,1280,494.5980825,0,494.5980825
rice,4,Bhavnagar,NA,0,NA,33.82,729,356,1750,4652.769466,1021,3923.769466,0,3923.769466
srgk,4,Bhavnagar,1.190176052,3.32,-15.27160706,33.82,945,334,2450,2107.910138,1505,1162.910138,0,1162.910138
fng,4,Jamnagar,NA,0,-14.80266663,7.31,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Jamnagar,1.132329075,1.37,-15.61549988,7.31,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Jamnagar,1.518314593,5.44,-14.80266663,7.31,670,348,1950,1285.318386,1280,615.3183858,0,615.3183858
rice,4,Jamnagar,NA,0,NA,7.31,729,356,1750,4718.438455,1021,3989.438455,0,3989.438455
srgk,4,Jamnagar,1.168478261,0.5,-14.77816664,7.31,945,334,2450,2107.910138,1505,1162.910138,0,1162.910138
fng,4,Junagadh,NA,0,-17.95025427,10.94,973,320,2897,1899.107281,1924,926.1072805,0,926.1072805
mze,4,Junagadh,1.462151395,2.54,-17.93974571,10.94,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Junagadh,1.952247905,8.27,-17.95025427,10.94,670,348,1950,1499.921955,1280,829.9219551,0,829.9219551
rice,4,Junagadh,2.5,0.02,NA,10.94,729,356,1750,2345.923521,1021,1616.923521,0,1616.923521
srgk,4,Junagadh,1.196428572,0.11,-17.2326922,10.94,945,334,2450,1838.680742,1505,893.6807422,0,893.6807422
fng,4,Kachchh,NA,0,-27.41954774,38.72,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Kachchh,NA,0,NA,38.72,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Kachchh,1.043525767,38.72,-27.41954774,38.72,670,348,1950,1406.717012,1280,736.7170119,0,736.7170119
rice,4,Kachchh,NA,0,NA,38.72,729,356,1750,2345.923521,1021,1616.923521,0,1616.923521
srgk,4,Kachchh,NA,0,-27.40744289,38.72,945,334,2450,2238.848467,1505,1293.848467,0,1293.848467
fng,4,Kheda,NA,0,-22.3698611,162.02,973,320,2897,1800.516495,1924,827.5164948,0,827.5164948
mze,4,Kheda,1.298933124,12.93,-22.0365277,162.02,1144,334,1700,1274.919121,556,130.9191214,0,130.9191214
prl,4,Kheda,1.690380867,70.32,-22.3698611,162.02,670,348,1950,1504.812519,1280,834.8125194,0,834.8125194
rice,4,Kheda,2.100651968,78.19,-23.1188235,162.02,729,356,1750,4985.978779,1021,4256.978779,0,4256.978779
srgk,4,Kheda,1.045454546,0.58,-25.90971839,162.02,945,334,2450,2419.236946,1505,1474.236946,0,1474.236946
fng,4,Mahesana,NA,0,-13.63032258,96.559,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Mahesana,1.199611695,0.832,-14.6100806,96.559,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Mahesana,1.179319302,86.897,-13.63032258,96.559,670,348,1950,1241.269543,1280,571.2695425,0,571.2695425
rice,4,Mahesana,2.086212956,4.766,-42.35499954,96.559,729,356,1750,3346.686244,1021,2617.686244,0,2617.686244
srgk,4,Mahesana,1.051039247,4.064,-15.16782258,96.559,945,334,2450,2398.902958,1505,1453.902958,0,1453.902958
fng,4,Panch Mahals,1,0.14,-10.5006,203.59,973,320,2897,1366.861451,1924,393.8614513,0,393.8614513
mze,4,Panch Mahals,1.044170412,137.17,-16.65635518,203.59,1144,334,1700,1350.266951,556,206.2669507,0,206.2669507
prl,4,Panch Mahals,1.337252001,6.05,-10.5006,203.59,670,348,1950,1255.248735,1280,585.2487351,0,585.2487351
rice,4,Panch Mahals,0.811363182,59.16,-20.47421058,203.59,729,356,1750,4256.323348,1021,3527.323348,0,3527.323348
srgk,4,Panch Mahals,1.102297485,1.07,-14.60028032,203.59,945,334,2450,1306.328073,1505,361.3280726,0,361.3280726
fng,4,Rajkot,NA,0,-14.50317072,10.93,973,320,2897,2093.893324,1924,1120.893324,0,1120.893324
mze,4,Rajkot,1.134047619,0.92,-15.89587506,10.93,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Rajkot,1.21988276,8.94,-14.50317072,10.93,670,348,1950,1335.178055,1280,665.1780551,0,665.1780551
rice,4,Rajkot,NA,0,NA,10.93,729,356,1750,4961.656932,1021,4232.656932,0,4232.656932
srgk,4,Rajkot,1.033369408,1.07,-15.27811322,10.93,945,334,2450,2107.910138,1505,1162.910138,0,1162.910138
fng,4,Sabar Kantha,NA,0,-11.01965912,69.56,973,320,2897,1871.347246,1924,898.3472464,0,898.3472464
mze,4,Sabar Kantha,1.278022042,57.33,-14.38750004,69.56,1144,334,1700,1402.11143,556,258.11143,0,258.11143
prl,4,Sabar Kantha,1.801953721,8.54,-11.01965912,69.56,670,348,1950,1305.438304,1280,635.438304,0,635.438304
rice,4,Sabar Kantha,2.035433445,3.34,-18.26000023,69.56,729,356,1750,3769.886394,1021,3040.886394,0,3040.886394
srgk,4,Sabar Kantha,1.088684858,0.35,-13.34284087,69.56,945,334,2450,2258.194213,1505,1313.194213,0,1313.194213
fng,4,Surat,NA,0,-15.22655166,68.57,973,320,2897,2291.513803,1924,1318.513803,0,1318.513803
mze,4,Surat,1.163776526,1.77,-18.37909096,68.57,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Surat,1.044126759,0.24,-15.22655166,68.57,670,348,1950,1532.552793,1280,862.5527932,0,862.5527932
rice,4,Surat,2.077160565,46.33,-21.57340425,68.57,729,356,1750,4596.829216,1021,3867.829216,0,3867.829216
srgk,4,Surat,1.295438017,20.23,-17.23954544,68.57,945,334,2450,2408.662761,1505,1463.662761,0,1463.662761
fng,4,Surendranagar,NA,0,-12.58020835,28.02,973,320,2897,1928.090741,1924,955.0907405,0,955.0907405
mze,4,Surendranagar,NA,0,-11.60000038,28.02,1144,334,1700,1401.133384,556,257.133384,0,257.133384
prl,4,Surendranagar,1.421781211,23.15,-12.58020835,28.02,670,348,1950,1215.031007,1280,545.0310066,0,545.0310066
rice,4,Surendranagar,1.583157409,0.28,NA,28.02,729,356,1750,4840.047693,1021,4111.047693,0,4111.047693
srgk,4,Surendranagar,1.127883712,4.59,-13.05368421,28.02,945,334,2450,2107.910138,1505,1162.910138,0,1162.910138
fng,4,The Dangs,0.941806291,5.58,NA,19.57,973,320,2897,1556.341609,1924,583.3416086,0,583.3416086
mze,4,The Dangs,1.178781362,1.65,-16.01999982,19.57,1144,334,1700,1611.291606,556,467.2916061,0,467.2916061
prl,4,The Dangs,NA,0,NA,19.57,670,348,1950,1597.327723,1280,927.3277226,0,927.3277226
rice,4,The Dangs,1.323203542,10.34,-18.12666702,19.57,729,356,1750,4864.369541,1021,4135.369541,0,4135.369541
srgk,4,The Dangs,1.371011259,2,-13.54666646,19.57,945,334,2450,1647.988535,1505,702.9885348,0,702.9885348
fng,4,Vadodara,0.75,0.04,-20.01927273,73.62,973,320,2897,1722.217095,1924,749.2170954,0,749.2170954
mze,4,Vadodara,1.667254667,36.52,-21.29451604,73.62,1144,334,1700,1506.390986,556,362.3909863,0,362.3909863
prl,4,Vadodara,1.570978226,6.88,-20.01927273,73.62,670,348,1950,1364.860864,1280,694.8608643,0,694.8608643
rice,4,Vadodara,1.145313894,28.9,-25.37961553,73.62,729,356,1750,5336.213386,1021,4607.213386,0,4607.213386
srgk,4,Vadodara,1.093740688,1.28,-22.60563626,73.62,945,334,2450,1835.321738,1505,890.3217382,0,890.3217382
fng,4,Valsad,0.762812961,5.46,NA,70.35,973,320,2897,1813.57093,1924,840.5709298,0,840.5709298
mze,4,Valsad,NA,0,-10.84000015,70.35,1144,334,1700,1491.397022,556,347.3970216,0,347.3970216
prl,4,Valsad,NA,0,NA,70.35,670,348,1950,2006.41794,1280,1336.41794,0,1336.41794
rice,4,Valsad,2.260683077,64.36,-22.53657125,70.35,729,356,1750,2345.923521,1021,1616.923521,0,1616.923521
srgk,4,Valsad,1.13247567,0.53,-13.14877203,70.35,945,334,2450,2640.79012,1505,1695.79012,0,1695.79012
fng,5,Ambala,NA,0,-6.75131149,8.034,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Ambala,2.264910595,5.856,-8.352363621,8.034,704,334,1700,1748.651844,996,1044.651844,0,1044.651844
prl,5,Ambala,2.017184728,1.193,-6.75131149,8.034,561,348,1950,1767.537058,1389,1206.537058,0,1206.537058
rice,5,Ambala,2.894538359,0.525,NA,8.034,662,356,1750,4827.726427,1088,4165.726427,1,1088
srgk,5,Ambala,0.652173913,0.46,-7.484137913,8.034,945,334,2450,1538.409393,1505,593.4093925,0,593.4093925
fng,5,Gurgaon,NA,0,-11.33980765,24.857,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Gurgaon,1.545568466,0.002,-13.48172423,24.857,704,334,1700,1803.133349,996,1099.133349,0,1099.133349
prl,5,Gurgaon,1.511110603,20.29,-11.33980765,24.857,561,348,1950,1352.403326,1389,791.4033259,0,791.4033259
rice,5,Gurgaon,2.21138195,0.195,NA,24.857,662,356,1750,3532.589571,1088,2870.589571,1,1088
srgk,5,Gurgaon,0.377752831,4.37,-14.61942857,24.857,945,334,2450,1294.093491,1505,349.0934913,0,349.0934913
fng,5,Hisar,NA,0,-26.71422544,80.348,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Hisar,NA,0,-24.13242422,80.348,704,334,1700,1366.935754,996,662.9357543,0,662.9357543
prl,5,Hisar,1.553990539,78.802,-26.71422544,80.348,561,348,1950,1281.811464,1389,720.811464,0,720.811464
rice,5,Hisar,2.920138634,1.125,NA,80.348,662,356,1750,3065.108033,1088,2403.108033,1,1088
srgk,5,Hisar,0.402530198,0.421,-32.35619027,80.348,945,334,2450,1497.996491,1505,552.996491,0,552.996491
fng,5,Jind,NA,0,-12.09736845,12.025,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Jind,NA,0,-8.260000229,12.025,704,334,1700,1427.050126,996,723.0501256,0,723.0501256
prl,5,Jind,1.692431263,11.982,-12.09736845,12.025,561,348,1950,1303.86177,1389,742.8617703,0,742.8617703
rice,5,Jind,2.206407443,0.043,NA,12.025,662,356,1750,3874.396703,1088,3212.396703,1,1088
srgk,5,Jind,NA,0,-11.97648643,12.025,945,334,2450,1480.039734,1505,535.039734,0,535.039734
fng,5,Karnal,NA,0,-5.997575745,0.555,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Karnal,2.421445652,0.024,-7.528181878,0.555,704,334,1700,1459.308978,996,755.3089778,0,755.3089778
prl,5,Karnal,1.699762162,0.228,-5.997575745,0.555,561,348,1950,1506.833677,1389,945.8336767,0,945.8336767
rice,5,Karnal,2.593224122,0.303,NA,0.555,662,356,1750,2854.245863,1088,2192.245863,1,1088
srgk,5,Karnal,NA,0,-6.210588231,0.555,945,334,2450,2110.003148,1505,1165.003148,0,1165.003148
fng,5,Mahendragarh,NA,0,-11.5121212,101.488,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Mahendragarh,NA,0,-8.826808453,101.488,704,334,1700,1485.197259,996,781.1972586,0,781.1972586
prl,5,Mahendragarh,1.607634624,100.85,-11.5121212,101.488,561,348,1950,1352.403326,1389,791.4033259,0,791.4033259
rice,5,Mahendragarh,2.591213287,0.416,NA,101.488,662,356,1750,3236.716937,1088,2574.716937,1,1088
srgk,5,Mahendragarh,0.542282684,0.222,-8.128043506,101.488,945,334,2450,1460.17091,1505,515.1709102,0,515.1709102
fng,5,Rohtak,NA,0,-13.03714292,25.263,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,5,Rohtak,1.977908423,0.011,-13.75219167,25.263,704,334,1700,1619.311542,996,915.3115425,0,915.3115425
prl,5,Rohtak,1.530815431,21.175,-13.03714292,25.263,561,348,1950,1352.403326,1389,791.4033259,0,791.4033259
rice,5,Rohtak,1.733143178,0.1,NA,25.263,662,356,1750,2937.061653,1088,2275.061653,1,1088
srgk,5,Rohtak,0.309765463,3.977,-15.45017865,25.263,945,334,2450,1141.468599,1505,196.4685993,0,196.4685993
fng,6,Bilaspur2,0.957834832,0.0016,NA,8.0612,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,6,Bilaspur2,2.040904195,7.7598,-3.387333377,8.0612,529,334,1700,1551.250503,1171,1022.250503,0,1022.250503
prl,6,Bilaspur2,NA,0,NA,8.0612,695,348,1950,2289.848687,1255,1594.848687,0,1594.848687
rice,6,Bilaspur2,1.909779089,0.2998,NA,8.0612,310,356,1750,1525.33625,1440,1215.33625,1,1440
srgk,6,Bilaspur2,NA,0,NA,8.0612,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,6,Chamba,0.692821123,0.0079,NA,8.6544,973,320,2897,1902.018701,1924,929.0187011,0,929.0187011
mze,6,Chamba,2.280643153,8.363,-6.911034428,8.6544,529,334,1700,1322.124547,1171,793.1245467,0,793.1245467
prl,6,Chamba,NA,0,NA,8.6544,695,348,1950,1635.817102,1255,940.8171017,0,940.8171017
rice,6,Chamba,1.042751459,0.2835,-17.44447755,8.6544,310,356,1750,1763.336864,1440,1453.336864,1,1440
srgk,6,Chamba,NA,0,NA,8.6544,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,6,Kangra,0.964673111,0.0046,NA,37.0133,973,320,2897,3604.276257,1924,2631.276257,0,2631.276257
mze,6,Kangra,1.868191493,32.718,-5.770833318,37.0133,529,334,1700,1556.462899,1171,1027.462899,0,1027.462899
prl,6,Kangra,0.482755881,0.0184,NA,37.0133,695,348,1950,1442.623941,1255,747.6239413,0,747.6239413
rice,6,Kangra,1.390493659,4.2723,-10.22894736,37.0133,310,356,1750,1611.684721,1440,1301.684721,1,1440
srgk,6,Kangra,NA,0,-9.729999542,37.0133,945,334,2450,2893.165988,1505,1948.165988,0,1948.165988
fng,6,Kinnaur,1.006910655,0.0082,NA,0.0423,973,320,2897,2767.978358,1924,1794.978358,0,1794.978358
mze,6,Kinnaur,1.855194809,0.0281,-8.015000105,0.0423,529,334,1700,2146.088272,1171,1617.088272,0,1617.088272
prl,6,Kinnaur,NA,0,NA,0.0423,695,348,1950,1745.914873,1255,1050.914873,0,1050.914873
rice,6,Kinnaur,1.444444444,0.006,-11.88538456,0.0423,310,356,1750,1905.357567,1440,1595.357567,1,1440
srgk,6,Kinnaur,NA,0,NA,0.0423,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,6,Kullu,0.747566839,0.152,NA,5.155,973,320,2897,2827.153481,1924,1854.153481,0,1854.153481
mze,6,Kullu,2.890817819,4.9298,-6.00961533,5.155,529,334,1700,1676.057767,1171,1147.057767,0,1147.057767
prl,6,Kullu,NA,0,NA,5.155,695,348,1950,2166.736034,1255,1471.736034,0,1471.736034
rice,6,Kullu,1.14425224,0.0732,-14.16033342,5.155,310,356,1750,1492.897709,1440,1182.897709,1,1440
srgk,6,Kullu,NA,0,NA,5.155,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,6,Lahul and Spiti,NA,0,NA,0.0044,973,320,2897,2029.846405,1924,1056.846405,0,1056.846405
mze,6,Lahul and Spiti,2.120214976,0.0044,-8.550467262,0.0044,529,334,1700,1736.588573,1171,1207.588573,0,1207.588573
prl,6,Lahul and Spiti,NA,0,NA,0.0044,695,348,1950,3357.528602,1255,2662.528602,0,2662.528602
rice,6,Lahul and Spiti,NA,0,NA,0.0044,310,356,1750,2345.923521,1440,2035.923521,1,1440
srgk,6,Lahul and Spiti,NA,0,NA,0.0044,945,334,2450,1767.399704,1505,822.3997035,0,822.3997035
fng,6,Mandi,0.861996087,0.302,NA,17.5465,973,320,2897,1672.090858,1924,699.0908582,0,699.0908582
mze,6,Mandi,2.801015982,13.489,-4.46140352,17.5465,529,334,1700,1310.568944,1171,781.5689436,0,781.5689436
prl,6,Mandi,0.5,0.008,NA,17.5465,695,348,1950,1890.08325,1255,1195.08325,0,1195.08325
rice,6,Mandi,1.211768632,3.7475,-9.341034412,17.5465,310,356,1750,1651.48173,1440,1341.48173,1,1440
srgk,6,Mandi,NA,0,NA,17.5465,945,334,2450,1696.424621,1505,751.4246206,0,751.4246206
fng,6,Shimla,1.556526865,0.3302,NA,4.0374,973,320,2897,1865.290952,1924,892.290952,0,892.290952
mze,6,Shimla,1.922181329,3.5576,-4.88893618,4.0374,529,334,1700,1510.788139,1171,981.7881394,0,981.7881394
prl,6,Shimla,NA,0,NA,4.0374,695,348,1950,1854.935157,1255,1159.935157,0,1159.935157
rice,6,Shimla,0.915307446,0.1496,-8.612363599,4.0374,310,356,1750,2670.701498,1440,2360.701498,1,1440
srgk,6,Shimla,NA,0,NA,4.0374,945,334,2450,1941.346937,1505,996.3469369,0,996.3469369
fng,6,Sirmaur,0.721432821,0.09,NA,5.6526,973,320,2897,1901.487803,1924,928.487803,0,928.487803
mze,6,Sirmaur,2.701079017,5.0165,-4.396521713,5.6526,529,334,1700,1391.591398,1171,862.5913977,0,862.5913977
prl,6,Sirmaur,0.426804528,0.002,NA,5.6526,695,348,1950,1499.868191,1255,804.8681906,0,804.8681906
rice,6,Sirmaur,1.593532474,0.5441,-8.969411682,5.6526,310,356,1750,1902.356636,1440,1592.356636,1,1440
srgk,6,Sirmaur,NA,0,NA,5.6526,945,334,2450,1352.193212,1505,407.1932118,0,407.1932118
fng,6,Solan,NA,0,NA,5.9147,973,320,2897,1952.528794,1924,979.5287945,0,979.5287945
mze,6,Solan,2.163954198,5.5047,-3.265882366,5.9147,529,334,1700,1476.72221,1171,947.7222095,0,947.7222095
prl,6,Solan,NA,0,NA,5.9147,695,348,1950,2098.586296,1255,1403.586296,0,1403.586296
rice,6,Solan,2.095056538,0.41,NA,5.9147,310,356,1750,1536.817745,1440,1226.817745,1,1440
srgk,6,Solan,NA,0,NA,5.9147,945,334,2450,1752.621282,1505,807.6212817,0,807.6212817
fng,7,Bangalore,2.097305375,81.6229,-4.53485715,86.3671,1659,320,2897,1862.049496,1238,203.0494958,0,203.0494958
mze,7,Bangalore,3.849161322,4.3618,-7.236486486,86.3671,772,334,1700,1312.238504,928,540.2385045,0,540.2385045
prl,7,Bangalore,0.75,4.00E-04,-4.53485715,86.3671,781,348,1950,1583.704975,1169,802.7049749,0,802.7049749
rice,7,Bangalore,2.337032502,0.382,-21.25952385,86.3671,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Bangalore,NA,0,-8.646666686,86.3671,1226,334,2450,1886.755032,1224,660.755032,0,660.755032
fng,7,Belgaum,0.570121937,0.7081,-4.792402596,83.4696,1659,320,2897,1821.789409,1238,162.7894088,0,162.7894088
mze,7,Belgaum,2.292335751,17.5336,-4.315130429,83.4696,772,334,1700,1276.074957,928,504.0749573,0,504.0749573
prl,7,Belgaum,0.418632219,12.8062,-4.792402596,83.4696,781,348,1950,1318.634758,1169,537.6347583,0,537.6347583
rice,7,Belgaum,1.517946063,36.6274,-16.03236551,83.4696,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Belgaum,1.408267541,15.7943,-4.068662431,83.4696,1226,334,2450,2026.512311,1224,800.5123107,0,800.5123107
fng,7,Bellary,0.588360897,2.2619,-7.929320372,57.2151,1659,320,2897,1331.887577,1238,-327.1124229,0,-327.1124229
mze,7,Bellary,2.263739772,32.1388,-10.81196972,57.2151,772,334,1700,1273.320833,928,501.3208327,0,501.3208327
prl,7,Bellary,0.723613507,7.9104,-7.929320372,57.2151,781,348,1950,1265.756962,1169,484.7569622,0,484.7569622
rice,7,Bellary,2.77948083,0.0044,-24.76787879,57.2151,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Bellary,1.231154115,14.8996,-13.322233,57.2151,1226,334,2450,2230.986209,1224,1004.986209,0,1004.986209
fng,7,Bidar,NA,0,-5.883636384,41.0345,1659,320,2897,1507.448606,1238,-151.5513936,0,-151.5513936
mze,7,Bidar,1.964770854,0.405,-6.268409122,41.0345,772,334,1700,1520.997799,928,748.9977992,0,748.9977992
prl,7,Bidar,0.838188725,4.5797,-5.883636384,41.0345,781,348,1950,1183.084466,1169,402.0844661,0,402.0844661
rice,7,Bidar,0.64596876,1.9778,-15.40488892,41.0345,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Bidar,1.451855859,34.072,-4.240151517,41.0345,1226,334,2450,2783.028974,1224,1557.028974,0,1557.028974
fng,7,Bijapur,NA,0,-3.855754712,59.5461,1659,320,2897,1507.448606,1238,-151.5513936,0,-151.5513936
mze,7,Bijapur,2.227255724,2.9982,-4.19874016,59.5461,772,334,1700,1424.246035,928,652.2460348,0,652.2460348
prl,7,Bijapur,0.703811629,54.5365,-3.855754712,59.5461,781,348,1950,1196.736073,1169,415.7360734,0,415.7360734
rice,7,Bijapur,NA,0,-24.16959991,59.5461,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Bijapur,1.342312259,2.0114,-4.279009412,59.5461,1226,334,2450,2569.566086,1224,1343.566086,0,1343.566086
fng,7,Chikmagalur,1.51398034,30.8323,-10.96000004,56.2379,1659,320,2897,1670.023211,1238,11.02321099,0,11.02321099
mze,7,Chikmagalur,2.94896559,6.2529,-7.849999926,56.2379,772,334,1700,1260.912826,928,488.912826,0,488.912826
prl,7,Chikmagalur,NA,0,-10.96000004,56.2379,781,348,1950,1296.351455,1169,515.3514547,0,515.3514547
rice,7,Chikmagalur,2.378592547,17.6397,-20.88212117,56.2379,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Chikmagalur,0.897410124,1.513,-6.929545473,56.2379,1226,334,2450,1957.649413,1224,731.6494131,0,731.6494131
fng,7,Chitradurga,1.280562213,40.0156,-8.207062126,192.6835,1659,320,2897,1655.509833,1238,-3.490166999,0,-3.490166999
mze,7,Chitradurga,2.620382097,134.8743,-9.571550391,192.6835,772,334,1700,1178.928952,928,406.9289519,0,406.9289519
prl,7,Chitradurga,0.714063753,1.4635,-8.207062126,192.6835,781,348,1950,1180.137175,1169,399.1371752,0,399.1371752
rice,7,Chitradurga,2.810872423,0.221,-25.02439024,192.6835,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Chitradurga,1.704303689,16.1091,-9.392486205,192.6835,1226,334,2450,1299.707075,1224,73.70707535,0,73.70707535
fng,7,Dakshin Kannad,NA,0,NA,51.3357,1659,320,2897,1507.448606,1238,-151.5513936,0,-151.5513936
mze,7,Dakshin Kannad,1.863726327,0.0022,-8.630999947,51.3357,772,334,1700,1403.690343,928,631.690343,0,631.690343
prl,7,Dakshin Kannad,NA,0,NA,51.3357,781,348,1950,1383.131242,1169,602.1312421,0,602.1312421
rice,7,Dakshin Kannad,2.257744836,51.3335,-19.14500005,51.3357,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Dakshin Kannad,NA,0,NA,51.3357,1226,334,2450,1600.181295,1224,374.1812955,0,374.1812955
fng,7,Dharwad,1.026649683,0.5355,-4.605081953,133.057,1659,320,2897,1378.535158,1238,-280.4648418,0,-280.4648418
mze,7,Dharwad,2.4919559,91.9226,-4.364342093,133.057,772,334,1700,1304.539524,928,532.5395241,0,532.5395241
prl,7,Dharwad,0.790958062,1.2327,-4.605081953,133.057,781,348,1950,1709.393722,1169,928.3937223,0,928.3937223
rice,7,Dharwad,1.48945089,23.9249,-18.34695667,133.057,713,356,1750,2345.923521,1037,1632.923521,1,1037
srgk,7,Dharwad,1.222608973,15.4413,-4.613433724,133.057,1226,334,2450,2214.774103,1224,988.7741031,0,988.7741031
fng,7,Gulbarga,NA,0,-5.161666659,32.4023,1659,320,2897,1476.26044,1238,-182.7395603,0,-182.7395603
mze,7,Gulbarga,1.712222154,1.8321,-6.654675292,32.4023,772,334,1700,1613.846378,928,841.846378,0,841.846378
prl,7,Gulbarga,0.70535904,26.468,-5.161666659,32.4023,781,348,1950,1541.681819,1169,760.6818193,0,760.6818193
